    1.3538    13.7352     8.2641
    1.3538    13.7378     8.2641
    1.3538    13.7403     8.2641
    1.3538    13.7429     8.2641
    1.3538    13.7454     8.2641
    1.3538    13.7480     8.2641
    1.3538    13.7506     8.2641
    1.3538    13.7531     8.2641
    1.3538    13.7557     8.2641
    1.3538    13.7582     8.2641
    1.3538    13.7608     8.2641
    1.3538    13.7633     8.2641
    1.3538    13.7659     8.2641
    1.3538    13.7685     8.2641
    1.3538    13.7710     8.2641
    1.3538    13.7736     8.2641
    1.3538    13.7761     8.2641
    1.3538    13.7787     8.2641
    1.3538    13.7812     8.2641
    1.3538    13.7838     8.2641
    1.3538    13.7864     8.2641
    1.3538    13.7889     8.2641
    1.3538    13.7915     8.2641
    1.3538    13.7940     8.2641
    1.3538    13.7966     8.2641
    1.3538    13.7991     8.2641
    1.3538    13.8017     8.2641
    1.3538    13.8043     8.2641
    1.3538    13.8068     8.2641
    1.3538    13.8094     8.2641
    1.3538    13.8119     8.2641
    1.3538    13.8145     8.2641
    1.3538    13.8170     8.2641
    1.3538    13.8196     8.2641
    1.3538    13.8222     8.2641
    1.3538    13.8247     8.2641
    1.3538    13.8273     8.2641
    1.3538    13.8298     8.2641
    1.3538    13.8324     8.2641
    1.3538    13.8349     8.2641
    1.3538    13.8375     8.2641
    1.3538    13.8400     8.2641
    1.3538    13.8426     8.2641
    1.3538    13.8452     8.2641
    1.3538    13.8477     8.2641
    1.3538    13.8503     8.2641
    1.3538    13.8528     8.2641
    1.3538    13.8554     8.2641
    1.3538    13.8579     8.2641
    1.3538    13.8605     8.2641
    1.3538    13.8631     8.2641
    1.3538    13.8656     8.2641
    1.3538    13.8682     8.2641
    1.3538    13.8707     8.2641
    1.3538    13.8733     8.2641
    1.3538    13.8758     8.2641
    1.3538    13.8784     8.2641
    1.3538    13.8810     8.2641
    1.3538    13.8835     8.2641
    1.3538    13.8861     8.2641
    1.3538    13.8886     8.2641
    1.3538    13.8912     8.2641
    1.3538    13.8937     8.2641
    1.3538    13.8963     8.2641
    1.3538    13.8989     8.2641
    1.3538    13.9014     8.2641
    1.3538    13.9040     8.2641
    1.3538    13.9065     8.2641
    1.3538    13.9091     8.2641
    1.3538    13.9116     8.2641
    1.3538    13.9142     8.2641
    1.3538    13.9168     8.2641
    1.3538    13.9193     8.2641
    1.3538    13.9219     8.2641
    1.3538    13.9244     8.2641
    1.3538    13.9270     8.2641
    1.3538    13.9295     8.2641
    1.3538    13.9321     8.2641
    1.3538    13.9347     8.2641
    1.3538    13.9372     8.2641
    1.3538    13.9398     8.2641
    1.3538    13.9423     8.2641
    1.3538    13.9449     8.2641
    1.3538    13.9474     8.2641
    1.3538    13.9500     8.2641
    1.3538    13.9526     8.2641
    1.3538    13.9551     8.2641
    1.3538    13.9577     8.2641
    1.3538    13.9602     8.2641
    1.3538    13.9628     8.2641
    1.3538    13.9653     2.5902
    1.3538    13.9679     8.2641
    1.3538    13.9705     8.2641
    1.3538    13.9730     8.2641
    1.3538    13.9756     8.2641
    1.3538    13.9781     2.5902
    1.3538    13.9807     8.2641
    1.3538    13.9832     8.2641
    1.3538    13.9858     8.2641
    1.3538    13.9884     8.2641
    1.3538    13.9909     8.2641
    1.3538    13.9935     8.2641
    1.3538    13.9960     8.2641
    1.3538    13.9986     8.2641
    1.3538    14.0011     8.2641
    1.3538    14.0037     8.2641
    1.3538    14.0063     8.2641
    1.3538    14.0088     2.5902
    1.3538    14.0114     8.2641
    1.3538    14.0139     8.2641
    1.3538    14.0165     8.2641
    1.3538    14.0190     8.2641
    1.3538    14.0216     8.2641
    1.3538    14.0242     8.2641
    1.3538    14.0267     8.2641
    1.3538    14.0293     8.2641
    1.3538    14.0318     8.2641
    1.3538    14.0344     8.2641
    1.3538    14.0369     8.2641
    1.3538    14.0395     8.2641
    1.3538    14.0421     8.2641
    1.3538    14.0446     8.2641
    1.3538    14.0472     8.2641
    1.3538    14.0497     8.2641
    1.3538    14.0523     8.2641
    1.3538    14.0548     8.2641
    1.3538    14.0574     8.2641
    1.3538    14.0600     8.2641
    1.3538    14.0625     8.2641
    1.3538    14.0651     8.2641
    1.3538    14.0676     8.2641
    1.3538    14.0702     8.2641
    1.3538    14.0727     8.2641
    1.3538    14.0753     8.2641
    1.3538    14.0779     8.2641
    1.3538    14.0804     8.2641
    1.3538    14.0830     8.2641
    1.3538    14.0855     8.2641
    1.3538    14.0881     8.2641
    1.3538    14.0906     8.2641
    1.3538    14.0932     8.2641
    1.3538    14.0958     8.2641
    1.3538    14.0983     8.2641
    1.3538    14.1009     8.2641
    1.3538    14.1034     8.2641
    1.3538    14.1060     8.2641
    1.3538    14.1085     8.2641
    1.3538    14.1111     8.2641
    1.3538    14.1136     8.2641
    1.3538    14.1162     8.2641
    1.3538    14.1188     8.2641
    1.3538    14.1213     8.2641
    1.3538    14.1239     8.2641
    1.3538    14.1264     8.2641
    1.3538    14.1290     8.2641
    1.3538    14.1315     8.2641
    1.3538    14.1341     8.2641
    1.3538    14.1367     8.2641
    1.3538    14.1392     8.2641
    1.3538    14.1418     8.2641
    1.3538    14.1443     8.2641
    1.3538    14.1469     8.2641
    1.3538    14.1494     8.2641
    1.3538    14.1520     8.2641
    1.3538    14.1546     8.2641
    1.3538    14.1571     8.2641
    1.3538    14.1597     8.2641
    1.3538    14.1622     8.2641
    1.3538    14.1648     8.2641
    1.3538    14.1673     8.2641
    1.3538    14.1699     8.2641
    1.3538    14.1725     8.2641
    1.3538    14.1750     8.2641
    1.3538    14.1776     8.2641
    1.3538    14.1801     8.2641
    1.3538    14.1827     8.2641
    1.3538    14.1852     8.2641
    1.3538    14.1878     8.2641
    1.3538    14.1904     8.2641
    1.3538    14.1929     8.2641
    1.3538    14.1955     8.2641
    1.3538    14.1980     8.2641
    1.3538    14.2006     8.2641
    1.3538    14.2031     8.2641
    1.3538    14.2057     8.2641
    1.3538    14.2083     8.2641
    1.3538    14.2108     8.2641
    1.3538    14.2134     8.2641
    1.3538    14.2159     8.2641
    1.3538    14.2185     8.2641
    1.3538    14.2210     8.2641

    1.3668    13.7122     8.2641
    1.3668    13.7148     8.2641
    1.3668    13.7173     8.2641
    1.3668    13.7199     8.2641
    1.3668    13.7224     8.2641
    1.3668    13.7250     8.2641
    1.3668    13.7275     8.2641
    1.3668    13.7301     8.2641
    1.3668    13.7327     8.2641
    1.3668    13.7352     8.2641
    1.3668    13.7378     8.2641
    1.3668    13.7403     8.2641
    1.3668    13.7429     8.2641
    1.3668    13.7454     8.2641
    1.3668    13.7480     8.2641
    1.3668    13.7506     8.2641
    1.3668    13.7531     8.2641
    1.3668    13.7557     8.2641
    1.3668    13.7582     8.2641
    1.3668    13.7608     8.2641
    1.3668    13.7633     8.2641
    1.3668    13.7659     8.2641
    1.3668    13.7685     8.2641
    1.3668    13.7710     8.2641
    1.3668    13.7736     8.2641
    1.3668    13.7761     8.2641
    1.3668    13.7787     8.2641
    1.3668    13.7812     8.2641
    1.3668    13.7838     8.2641
    1.3668    13.7864     8.2641
    1.3668    13.7889     8.2641
    1.3668    13.7915     8.2641
    1.3668    13.7940     8.2641
    1.3668    13.7966     8.2641
    1.3668    13.7991     8.2641
    1.3668    13.8017     8.2641
    1.3668    13.8043     8.2641
    1.3668    13.8068     8.2641
    1.3668    13.8094     8.2641
    1.3668    13.8119     8.2641
    1.3668    13.8145     8.2641
    1.3668    13.8170     8.2641
    1.3668    13.8196     8.2641
    1.3668    13.8222     8.2641
    1.3668    13.8247     8.2641
    1.3668    13.8273     8.2641
    1.3668    13.8298     8.2641
    1.3668    13.8324     8.2641
    1.3668    13.8349     8.2641
    1.3668    13.8375     8.2641
    1.3668    13.8400     8.2641
    1.3668    13.8426     8.2641
    1.3668    13.8452     8.2641
    1.3668    13.8477     8.2641
    1.3668    13.8503     8.2641
    1.3668    13.8528     8.2641
    1.3668    13.8554     8.2641
    1.3668    13.8579     8.2641
    1.3668    13.8605     8.2641
    1.3668    13.8631     8.2641
    1.3668    13.8656     8.2641
    1.3668    13.8682     8.2641
    1.3668    13.8707     8.2641
    1.3668    13.8733     8.2641
    1.3668    13.8758     8.2641
    1.3668    13.8784     8.2641
    1.3668    13.8810     8.2641
    1.3668    13.8835     8.2641
    1.3668    13.8861     8.2641
    1.3668    13.8886     8.2641
    1.3668    13.8912     8.2641
    1.3668    13.8937     8.2641
    1.3668    13.8963     8.2641
    1.3668    13.8989     8.2641
    1.3668    13.9014     8.2641
    1.3668    13.9040     8.2641
    1.3668    13.9065     8.2641
    1.3668    13.9091     8.2641
    1.3668    13.9116     8.2641
    1.3668    13.9142     8.2641
    1.3668    13.9168     8.2641
    1.3668    13.9193     8.2641
    1.3668    13.9219     8.2641
    1.3668    13.9244     8.2641
    1.3668    13.9270     8.2641
    1.3668    13.9295     8.2641
    1.3668    13.9321     8.2641
    1.3668    13.9347     8.2641
    1.3668    13.9372     8.2641
    1.3668    13.9398     8.2641
    1.3668    13.9423     8.2641
    1.3668    13.9449     8.2641
    1.3668    13.9474     8.2641
    1.3668    13.9500     8.2641
    1.3668    13.9526     8.2641
    1.3668    13.9551     8.2641
    1.3668    13.9577     8.2641
    1.3668    13.9602     8.2641
    1.3668    13.9628     8.2641
    1.3668    13.9653     8.2641
    1.3668    13.9679     8.2641
    1.3668    13.9705     8.2641
    1.3668    13.9730     8.2641
    1.3668    13.9756     8.2641
    1.3668    13.9781     8.2641
    1.3668    13.9807     8.2641
    1.3668    13.9832     8.2641
    1.3668    13.9858     8.2641
    1.3668    13.9884     8.2641
    1.3668    13.9909     8.2641
    1.3668    13.9935     8.2641
    1.3668    13.9960     8.2641
    1.3668    13.9986     8.2641
    1.3668    14.0011     8.2641
    1.3668    14.0037     8.2641
    1.3668    14.0063     8.2641
    1.3668    14.0088     2.5902
    1.3668    14.0114     8.2641
    1.3668    14.0139     2.5902
    1.3668    14.0165     8.2641
    1.3668    14.0190     2.5902
    1.3668    14.0216     8.2641
    1.3668    14.0242     8.2641
    1.3668    14.0267     2.5902
    1.3668    14.0293     8.2641
    1.3668    14.0318     8.2641
    1.3668    14.0344     8.2641
    1.3668    14.0369     8.2641
    1.3668    14.0395     8.2641
    1.3668    14.0421     8.2641
    1.3668    14.0446     8.2641
    1.3668    14.0472     8.2641
    1.3668    14.0497     8.2641
    1.3668    14.0523     8.2641
    1.3668    14.0548     8.2641
    1.3668    14.0574     8.2641
    1.3668    14.0600     8.2641
    1.3668    14.0625     8.2641
    1.3668    14.0651     8.2641
    1.3668    14.0676     8.2641
    1.3668    14.0702     8.2641
    1.3668    14.0727     8.2641
    1.3668    14.0753     8.2641
    1.3668    14.0779     8.2641
    1.3668    14.0804     8.2641
    1.3668    14.0830     8.2641
    1.3668    14.0855     8.2641
    1.3668    14.0881     8.2641
    1.3668    14.0906     2.5902
    1.3668    14.0932     8.2641
    1.3668    14.0958     8.2641
    1.3668    14.0983     8.2641
    1.3668    14.1009     8.2641
    1.3668    14.1034     8.2641
    1.3668    14.1060     8.2641
    1.3668    14.1085     8.2641
    1.3668    14.1111     8.2641
    1.3668    14.1136     8.2641
    1.3668    14.1162     8.2641
    1.3668    14.1188     8.2641
    1.3668    14.1213     8.2641
    1.3668    14.1239     8.2641
    1.3668    14.1264     8.2641
    1.3668    14.1290     8.2641
    1.3668    14.1315     8.2641
    1.3668    14.1341     8.2641
    1.3668    14.1367     8.2641
    1.3668    14.1392     8.2641
    1.3668    14.1418     8.2641
    1.3668    14.1443     8.2641
    1.3668    14.1469     8.2641
    1.3668    14.1494     8.2641
    1.3668    14.1520     8.2641
    1.3668    14.1546     8.2641
    1.3668    14.1571     8.2641
    1.3668    14.1597     8.2641
    1.3668    14.1622     8.2641
    1.3668    14.1648     8.2641
    1.3668    14.1673     8.2641
    1.3668    14.1699     8.2641
    1.3668    14.1725     8.2641
    1.3668    14.1750     8.2641
    1.3668    14.1776     8.2641
    1.3668    14.1801     8.2641
    1.3668    14.1827     8.2641
    1.3668    14.1852     8.2641
    1.3668    14.1878     8.2641
    1.3668    14.1904     8.2641
    1.3668    14.1929     8.2641
    1.3668    14.1955     8.2641
    1.3668    14.1980     8.2641
    1.3668    14.2006     8.2641
    1.3668    14.2031     8.2641
    1.3668    14.2057     8.2641
    1.3668    14.2083     8.2641
    1.3668    14.2108     8.2641
    1.3668    14.2134     8.2641
    1.3668    14.2159     8.2641
    1.3668    14.2185     8.2641
    1.3668    14.2210     8.2641

    1.3798    13.7122     8.2641
    1.3798    13.7148     8.2641
    1.3798    13.7173     8.2641
    1.3798    13.7199     8.2641
    1.3798    13.7224     8.2641
    1.3798    13.7250     8.2641
    1.3798    13.7275     8.2641
    1.3798    13.7301     8.2641
    1.3798    13.7327     8.2641
    1.3798    13.7352     8.2641
    1.3798    13.7378     8.2641
    1.3798    13.7403     8.2641
    1.3798    13.7429     8.2641
    1.3798    13.7454     8.2641
    1.3798    13.7480     8.2641
    1.3798    13.7506     8.2641
    1.3798    13.7531     8.2641
    1.3798    13.7557     8.2641
    1.3798    13.7582     8.2641
    1.3798    13.7608     8.2641
    1.3798    13.7633     8.2641
    1.3798    13.7659     8.2641
    1.3798    13.7685     8.2641
    1.3798    13.7710     8.2641
    1.3798    13.7736     8.2641
    1.3798    13.7761     8.2641
    1.3798    13.7787     8.2641
    1.3798    13.7812     8.2641
    1.3798    13.7838     8.2641
    1.3798    13.7864     8.2641
    1.3798    13.7889     8.2641
    1.3798    13.7915     8.2641
    1.3798    13.7940     8.2641
    1.3798    13.7966     8.2641
    1.3798    13.7991     8.2641
    1.3798    13.8017     8.2641
    1.3798    13.8043     8.2641
    1.3798    13.8068     8.2641
    1.3798    13.8094     8.2641
    1.3798    13.8119     8.2641
    1.3798    13.8145     8.2641
    1.3798    13.8170     8.2641
    1.3798    13.8196     8.2641
    1.3798    13.8222     8.2641
    1.3798    13.8247     8.2641
    1.3798    13.8273     8.2641
    1.3798    13.8298     8.2641
    1.3798    13.8324     8.2641
    1.3798    13.8349     8.2641
    1.3798    13.8375     8.2641
    1.3798    13.8400     8.2641
    1.3798    13.8426     8.2641
    1.3798    13.8452     8.2641
    1.3798    13.8477     8.2641
    1.3798    13.8503     8.2641
    1.3798    13.8528     8.2641
    1.3798    13.8554     8.2641
    1.3798    13.8579     8.2641
    1.3798    13.8605     8.2641
    1.3798    13.8631     8.2641
    1.3798    13.8656     8.2641
    1.3798    13.8682     8.2641
    1.3798    13.8707     8.2641
    1.3798    13.8733     8.2641
    1.3798    13.8758     8.2641
    1.3798    13.8784     8.2641
    1.3798    13.8810     8.2641
    1.3798    13.8835     8.2641
    1.3798    13.8861     8.2641
    1.3798    13.8886     8.2641
    1.3798    13.8912     8.2641
    1.3798    13.8937     8.2641
    1.3798    13.8963     8.2641
    1.3798    13.8989     8.2641
    1.3798    13.9014     8.2641
    1.3798    13.9040     8.2641
    1.3798    13.9065     8.2641
    1.3798    13.9091     8.2641
    1.3798    13.9116     8.2641
    1.3798    13.9142     8.2641
    1.3798    13.9168     8.2641
    1.3798    13.9193     8.2641
    1.3798    13.9219     8.2641
    1.3798    13.9244     8.2641
    1.3798    13.9270     8.2641
    1.3798    13.9295     8.2641
    1.3798    13.9321     8.2641
    1.3798    13.9347     8.2641
    1.3798    13.9372     8.2641
    1.3798    13.9398     8.2641
    1.3798    13.9423     8.2641
    1.3798    13.9449     8.2641
    1.3798    13.9474     8.2641
    1.3798    13.9500     8.2641
    1.3798    13.9526     8.2641
    1.3798    13.9551     8.2641
    1.3798    13.9577     8.2641
    1.3798    13.9602     8.2641
    1.3798    13.9628     8.2641
